Category,Physics,Chemistry,Math,Qualified_For_Advanced
OBC,34,21,33,0
General,30,65,58,1
General,44,70,35,1
SC,33,21,10,1
ST,71,45,18,1
OBC,70,-7,13,0
General,31,20,26,0
OBC,30,81,36,1
ST,18,38,20,1
OBC,19,17,38,0
OBC,29,58,43,1
General,51,38,16,1
ST,34,51,45,1
General,28,56,35,1
OBC,18,50,42,1
OBC,22,54,18,1
OBC,62,77,65,1
General,47,3,52,0
General,39,57,46,1
SC,32,46,46,1
General,24,62,28,1
OBC,49,47,14,1
OBC,34,2,28,0
SC,2,15,22,0
General,0,25,26,0
ST,6,33,47,1
General,47,39,32,1
OBC,48,38,59,1
OBC,37,27,50,1
OBC,58,24,59,1
General,35,23,48,1
ST,74,37,31,1
OBC,40,56,41,1
EWS,26,12,40,0
General,54,0,54,1
General,25,24,24,0
OBC,52,43,83,1
OBC,55,49,29,1
General,14,1,30,0
OBC,17,78,14,1
SC,50,35,30,1
OBC,59,37,16,1
General,50,36,48,1
EWS,38,17,17,0
General,55,72,25,1
OBC,37,32,55,1
General,-4,38,44,0
General,32,67,39,1
General,17,62,46,1
EWS,15,9,32,0
OBC,40,37,14,1
General,44,73,24,1
SC,43,41,38,1
ST,33,53,30,1
OBC,53,49,11,1
SC,80,12,47,1
OBC,15,61,30,1
OBC,22,67,57,1
OBC,50,18,35,1
OBC,12,24,15,0
General,24,50,21,0
SC,11,41,22,1
OBC,23,53,22,1
OBC,31,74,61,1
OBC,69,54,15,1
SC,-10,36,55,1
OBC,22,29,26,0
General,24,74,27,1
OBC,31,32,35,1
OBC,49,36,46,1
EWS,24,45,6,0
OBC,34,38,-3,0
OBC,30,27,31,0
General,43,34,15,0
General,4,71,33,1
General,54,37,10,0
General,76,18,9,0
General,22,56,26,0
OBC,20,23,9,0
General,37,46,16,0
General,22,70,30,1
SC,7,64,43,1
SC,37,24,23,1
OBC,27,19,26,0
OBC,22,15,38,0
General,64,32,28,1
OBC,61,27,28,1
OBC,30,51,72,1
OBC,60,43,45,1
OBC,40,47,18,1
OBC,28,26,5,0
OBC,52,55,42,1
General,55,25,27,1
EWS,53,43,52,1
OBC,62,56,4,1
General,25,52,22,0
ST,43,-10,16,1
General,24,6,-8,0
SC,52,19,10,1
General,37,52,20,1
EWS,32,63,66,1
OBC,34,7,8,0
OBC,46,1,45,1
SC,44,58,39,1
OBC,50,34,29,1
OBC,20,60,34,1
EWS,10,30,20,0
ST,44,44,-3,1
OBC,100,36,51,1
General,31,0,33,0
General,59,33,65,1
General,42,46,8,0
OBC,25,29,23,0
OBC,43,81,16,1
OBC,48,71,44,1
ST,8,35,29,1
EWS,41,33,66,1
EWS,40,31,22,1
OBC,17,51,7,0
General,0,-10,59,0
General,25,16,10,0
SC,10,48,44,1
General,38,19,66,1
ST,16,28,55,1
SC,55,15,43,1
EWS,40,5,30,0
General,42,44,44,1
SC,24,13,45,1
General,52,11,16,0
SC,27,55,48,1
General,33,20,59,1
General,21,27,12,0
SC,31,56,14,1
SC,42,8,46,1
OBC,15,33,40,0
ST,62,58,63,1
OBC,-10,24,16,0
General,74,34,26,1
SC,80,36,32,1
OBC,9,49,34,1
SC,68,38,54,1
General,7,28,6,0
EWS,14,15,63,1
General,5,24,21,0
OBC,34,44,32,1
OBC,45,5,15,0
SC,53,35,27,1
General,37,9,35,0
General,54,61,53,1
General,24,52,54,1
General,26,39,11,0
General,24,10,33,0
General,27,-4,41,0
General,23,52,32,1
OBC,41,63,21,1
SC,53,34,32,1
OBC,29,55,34,1
General,57,25,27,1
EWS,44,87,19,1
General,19,54,14,0
General,66,45,39,1
OBC,24,35,38,1
OBC,38,-10,44,0
OBC,25,45,41,1
ST,19,61,50,1
EWS,14,57,24,1
General,21,67,16,0
SC,32,35,22,1
OBC,21,49,21,1
EWS,19,43,29,1
EWS,40,49,32,1
OBC,35,4,21,0
OBC,9,81,14,1
OBC,21,55,43,1
OBC,45,16,41,1
EWS,30,29,40,1
OBC,43,12,53,1
General,28,38,33,0
SC,31,53,17,1
SC,50,36,41,1
OBC,41,31,41,1
General,47,23,11,0
SC,38,25,62,1
General,38,56,52,1
General,15,67,45,1
SC,43,57,41,1
OBC,43,38,36,1
SC,50,17,40,1
EWS,51,7,28,0
EWS,30,34,50,1
General,73,18,43,1
General,32,56,36,1
General,12,59,0,0
General,-2,51,28,0
OBC,35,54,11,1
OBC,-3,12,44,0
General,38,29,43,1
SC,40,43,45,1
SC,60,51,11,1
General,30,34,14,0
OBC,28,23,31,0
EWS,31,18,44,1
OBC,25,52,27,1
EWS,68,67,36,1
General,-8,53,12,0
General,67,35,39,1
SC,-2,70,16,1
OBC,22,58,36,1
SC,41,57,22,1
General,48,8,11,0
SC,36,66,31,1
EWS,30,78,7,1
OBC,24,21,3,0
OBC,18,29,55,1
General,40,21,27,0
General,46,26,25,0
General,73,49,-10,1
OBC,77,23,31,1
General,41,52,17,1
SC,32,51,40,1
General,12,53,11,0
OBC,24,35,47,1
General,-10,23,37,0
SC,-1,46,19,1
OBC,36,58,33,1
General,13,4,43,0
OBC,10,23,32,0
ST,51,27,17,1
OBC,54,44,2,1
OBC,38,19,36,1
EWS,37,60,12,1
General,46,57,-7,0
OBC,33,44,22,1
OBC,8,36,14,0
General,8,52,39,0
SC,49,25,49,1
OBC,37,35,45,1
OBC,47,59,31,1
OBC,1,49,14,0
General,54,62,25,1
OBC,18,31,25,0
General,49,28,20,0
General,7,24,26,0
OBC,15,58,51,1
General,45,22,19,0
EWS,33,69,55,1
OBC,42,28,17,0
ST,17,21,15,1
OBC,20,55,53,1
OBC,71,46,30,1
General,18,43,32,0
EWS,46,24,47,1
ST,12,37,26,1
EWS,30,23,43,1
SC,27,53,18,1
General,54,26,3,0
OBC,23,72,11,1
OBC,28,-1,33,0
SC,54,28,4,1
OBC,-4,17,37,0
General,41,27,28,0
General,61,42,26,1
SC,40,49,14,1
OBC,44,42,15,1
OBC,40,36,61,1
OBC,55,62,13,1
General,37,8,-2,0
General,28,52,31,1
OBC,40,31,21,1
ST,54,58,40,1
SC,46,95,18,1
EWS,33,63,13,1
ST,22,7,36,1
OBC,40,32,33,1
OBC,19,49,30,1
SC,40,60,31,1
General,65,35,4,0
SC,49,4,21,1
ST,25,35,44,1
General,32,1,49,0
EWS,39,66,22,1
OBC,24,42,7,0
EWS,33,32,27,1
OBC,58,38,32,1
General,49,15,16,0
General,86,58,55,1
OBC,32,59,64,1
OBC,21,45,47,1
OBC,45,24,-4,0
SC,37,50,24,1
ST,53,52,29,1
EWS,77,36,33,1
General,63,-3,-3,0
OBC,32,27,45,1
General,14,36,16,0
OBC,41,66,34,1
OBC,54,27,44,1
OBC,62,76,20,1
OBC,38,41,45,1
General,22,38,34,0
OBC,56,11,23,1
General,61,46,43,1
OBC,5,45,30,0
OBC,31,64,16,1
OBC,47,71,16,1
General,67,27,62,1
OBC,26,64,27,1
OBC,5,13,27,0
General,58,82,22,1
General,70,75,0,1
SC,40,48,30,1
OBC,63,64,9,1
SC,70,53,49,1
General,51,86,31,1
General,41,22,55,1
General,37,29,27,0
OBC,42,35,25,1
SC,54,51,68,1
OBC,35,4,18,0
General,60,24,-5,0
General,58,42,12,1
OBC,66,24,52,1
OBC,53,7,55,1
OBC,37,76,18,1
OBC,79,9,2,1
OBC,19,45,13,0
EWS,31,50,29,1
SC,39,31,0,1
General,21,67,25,1
OBC,16,14,-10,0
OBC,55,82,34,1
General,55,80,0,1
General,3,40,23,0
General,24,24,4,0
General,28,60,25,1
General,41,15,7,0
General,55,28,18,0
SC,17,72,40,1
General,69,81,13,1
OBC,22,37,49,1
ST,37,35,-4,1
General,16,32,7,0
EWS,41,63,44,1
General,33,49,3,0
OBC,19,42,16,0
SC,12,7,23,0
OBC,3,11,27,0
OBC,71,25,37,1
SC,16,49,7,1
SC,9,44,40,1
OBC,13,51,37,1
General,46,17,51,1
OBC,52,48,34,1
General,66,37,16,1
OBC,52,41,12,1
General,15,56,25,0
SC,12,1,79,1
OBC,56,38,33,1
OBC,45,48,64,1
General,68,47,19,1
General,-10,34,31,0
OBC,23,43,15,0
General,2,51,28,0
EWS,16,55,41,1
ST,59,38,18,1
SC,13,38,14,1
OBC,58,38,37,1
OBC,52,55,35,1
ST,31,49,54,1
OBC,64,0,43,1
General,49,30,44,1
General,28,29,17,0
EWS,8,61,26,1
SC,33,66,34,1
SC,50,34,28,1
OBC,28,45,9,0
OBC,60,61,19,1
SC,21,33,56,1
General,13,59,27,0
General,29,12,4,0
General,48,55,30,1
General,33,21,42,0
OBC,24,13,25,0
EWS,60,37,39,1
General,-9,46,48,0
General,30,42,24,0
SC,74,25,15,1
OBC,-2,45,22,0
EWS,60,28,12,1
OBC,42,58,27,1
General,31,63,-10,0
OBC,14,44,29,0
General,15,39,27,0
EWS,-6,53,57,1
EWS,42,71,38,1
EWS,20,1,47,0
OBC,32,59,47,1
EWS,62,43,18,1
OBC,20,64,35,1
SC,60,61,22,1
OBC,14,19,20,0
General,39,53,36,1
OBC,3,21,22,0
General,51,18,36,1
OBC,27,56,-4,0
General,41,13,14,0
OBC,0,66,27,1
SC,-3,25,27,0
General,37,46,0,0
EWS,34,-1,28,0
SC,10,3,22,0
General,30,50,54,1
SC,28,87,48,1
General,46,55,11,1
OBC,23,66,12,1
General,57,59,27,1
ST,56,-10,40,1
SC,37,38,33,1
General,11,76,36,1
ST,49,51,11,1
General,69,57,55,1
OBC,30,9,34,0
General,71,32,27,1
OBC,8,43,31,0
OBC,29,50,27,1
General,33,42,42,1
OBC,52,20,43,1
General,31,27,31,0
General,34,38,27,0
SC,39,11,15,1
General,16,44,4,0
General,32,53,44,1
OBC,-7,20,13,0
EWS,24,13,42,0
SC,39,6,15,1
OBC,23,84,-10,1
ST,28,42,44,1
OBC,43,30,31,1
General,50,45,25,1
SC,58,-10,25,1
SC,53,76,28,1
SC,46,59,-10,1
General,23,38,27,0
OBC,45,39,33,1
General,23,63,-8,0
OBC,13,20,2,0
OBC,57,62,45,1
OBC,13,36,13,0
General,39,97,23,1
OBC,62,21,14,1
General,20,56,2,0
OBC,37,79,24,1
OBC,9,43,26,0
General,7,60,37,0
OBC,27,21,25,0
SC,48,52,25,1
OBC,55,41,54,1
General,35,48,23,1
OBC,42,52,15,1
General,-10,48,5,0
OBC,64,70,23,1
OBC,34,39,35,1
OBC,35,60,15,1
OBC,61,62,20,1
SC,32,60,43,1
General,23,50,56,1
EWS,71,53,7,1
OBC,20,48,61,1
OBC,76,43,17,1
OBC,25,36,23,0
SC,9,32,26,1
EWS,48,24,37,1
OBC,71,2,51,1
ST,23,4,2,0
OBC,59,55,27,1
OBC,82,21,74,1
OBC,36,21,16,0
OBC,39,37,34,1
OBC,5,32,14,0
EWS,31,71,38,1
OBC,50,32,24,1
General,27,40,42,1
OBC,15,11,30,0
OBC,29,48,18,1
General,7,3,38,0
ST,45,26,88,1
General,12,24,36,0
ST,-4,23,49,1
EWS,44,54,53,1
EWS,24,27,13,0
SC,25,31,13,1
General,27,23,40,0
General,41,20,35,0
OBC,35,71,56,1
OBC,35,21,18,0
General,48,23,0,0
OBC,2,56,17,0
OBC,31,69,46,1
General,44,8,9,0
OBC,38,71,31,1
General,35,48,30,1
SC,54,18,55,1
EWS,44,25,36,1
SC,29,37,6,1
SC,30,31,42,1
OBC,33,-10,30,0
SC,22,34,34,1
EWS,35,29,11,0
General,42,69,11,1
OBC,44,36,29,1
SC,26,24,30,1
OBC,85,25,15,1
General,-10,20,53,0
EWS,16,90,34,1
OBC,2,34,45,0
OBC,51,53,19,1
SC,40,29,71,1
SC,37,34,-7,1
SC,36,49,33,1
SC,51,27,73,1
EWS,58,45,21,1
OBC,21,26,21,0
General,47,59,66,1
OBC,3,37,18,0
EWS,48,56,29,1
ST,29,21,5,1
General,49,32,27,1
General,35,26,14,0
SC,76,32,39,1
OBC,12,34,14,0
EWS,33,49,34,1
General,55,33,20,1
OBC,14,37,24,0
General,50,44,52,1
SC,46,18,12,1
General,23,37,56,1
OBC,45,77,22,1
General,43,98,39,1
OBC,22,56,2,0
SC,27,33,17,1
SC,13,82,55,1
OBC,43,39,31,1
ST,32,71,48,1
SC,53,60,44,1
OBC,16,58,19,1
OBC,43,44,13,1
General,8,52,71,1
ST,47,60,-8,1
ST,10,46,26,1
SC,24,44,63,1
General,6,32,35,0
General,3,27,15,0
ST,67,45,30,1
General,57,45,27,1
SC,25,26,2,0
OBC,49,36,7,1
OBC,34,-10,23,0
OBC,34,49,11,1
SC,25,38,51,1
SC,25,47,41,1
General,47,20,40,1
General,19,78,39,1
General,31,55,8,0
EWS,39,63,69,1
OBC,23,33,4,0
General,29,-3,27,0
OBC,14,51,17,0
General,79,5,37,1
OBC,49,40,0,0
OBC,7,42,30,0
OBC,33,75,48,1
SC,20,100,17,1
ST,58,25,42,1
OBC,68,68,44,1
General,10,61,20,0
SC,53,25,-10,1
OBC,42,49,58,1
General,44,49,49,1
OBC,22,29,11,0
General,23,51,52,1
SC,48,67,9,1
General,49,3,39,0
OBC,16,72,34,1
ST,29,18,41,1
General,51,40,37,1
OBC,9,59,6,0
General,35,53,23,1
OBC,-10,39,23,0
General,38,34,50,1
General,64,14,38,1
OBC,27,57,34,1
General,65,59,32,1
OBC,3,60,32,1
General,69,-3,33,0
SC,43,-1,16,0
SC,11,56,8,1
SC,5,53,18,1
General,47,56,-9,0
EWS,29,5,49,0
OBC,50,0,34,0
General,29,21,35,0
General,12,64,22,0
General,40,43,51,1
SC,26,49,5,1
OBC,60,32,76,1
OBC,6,68,25,1
ST,67,28,56,1
OBC,15,0,-10,0
OBC,23,39,25,0
OBC,46,36,46,1
General,33,76,41,1
General,64,27,28,1
OBC,32,55,17,1
SC,65,36,50,1
ST,36,32,47,1
EWS,30,36,17,0
OBC,46,15,15,0
General,38,42,49,1
OBC,54,29,10,1
OBC,29,44,7,0
SC,-10,42,16,0
General,60,47,39,1
General,29,45,29,0
SC,24,64,26,1
EWS,32,21,13,0
General,52,64,61,1
ST,60,8,52,1
OBC,-8,-5,9,0
OBC,25,18,27,0
General,75,20,32,1
General,36,43,42,1
General,28,9,34,0
General,44,46,28,1
OBC,-2,7,23,0
General,27,38,12,0
OBC,27,26,29,0
General,62,96,19,1
OBC,11,10,23,0
General,49,14,2,0
General,25,40,14,0
OBC,43,64,28,1
General,37,41,23,0
OBC,49,38,25,1
OBC,28,65,73,1
ST,28,55,28,1
OBC,49,16,17,0
SC,60,39,21,1
General,63,19,-10,0
SC,36,68,42,1
General,15,49,42,1
OBC,35,50,25,1
SC,11,35,41,1
General,-7,54,26,0
General,40,0,9,0
EWS,15,12,38,0
OBC,13,34,36,0
OBC,-2,43,19,0
General,34,28,8,0
OBC,79,75,26,1
OBC,57,67,42,1
ST,44,67,47,1
EWS,24,35,60,1
SC,31,51,34,1
General,39,45,-10,0
General,32,25,26,0
EWS,17,38,28,0
General,43,45,37,1
General,31,39,2,0
General,54,45,27,1
General,23,26,38,0
SC,20,25,41,1
OBC,24,62,41,1
OBC,54,68,8,1
OBC,43,42,9,1
General,42,34,-10,0
General,-10,60,2,0
OBC,18,1,24,0
OBC,71,27,14,1
EWS,46,-10,25,0
General,23,68,28,1
EWS,-2,16,34,0
OBC,29,60,50,1
OBC,45,39,45,1
ST,39,-10,43,1
General,34,40,20,0
OBC,55,31,28,1
OBC,47,10,24,0
OBC,36,8,44,0
OBC,0,3,42,0
EWS,63,49,41,1
General,35,64,68,1
OBC,47,-9,62,1
OBC,48,34,17,1
General,45,28,37,1
General,74,64,35,1
OBC,0,53,28,0
OBC,68,35,42,1
OBC,22,33,34,0
General,28,84,31,1
OBC,42,70,14,1
OBC,64,79,36,1
OBC,16,20,29,0
OBC,21,60,22,1
ST,38,83,27,1
OBC,29,41,65,1
General,21,30,59,1
General,83,58,48,1
SC,27,26,45,1
General,43,68,0,1
General,45,46,41,1
OBC,61,23,41,1
SC,25,52,44,1
General,-10,73,18,0
SC,41,46,40,1
General,6,0,29,0
General,27,63,60,1
OBC,26,25,39,1
ST,15,48,40,1
OBC,20,31,7,0
SC,17,29,48,1
General,24,10,32,0
SC,34,51,53,1
OBC,14,24,22,0
SC,9,41,-10,0
General,27,71,-3,0
EWS,39,25,60,1
EWS,54,60,6,1
General,29,55,27,1
OBC,48,78,2,1
OBC,41,71,28,1
OBC,16,72,24,1
SC,74,44,40,1
OBC,20,43,18,0
OBC,28,7,28,0
SC,-5,26,44,1
General,36,30,12,0
EWS,1,26,26,0
EWS,15,19,36,0
OBC,37,60,29,1
General,42,47,54,1
OBC,56,55,56,1
General,64,40,14,1
OBC,75,33,28,1
OBC,9,77,3,0
OBC,73,24,51,1
General,28,20,28,0
SC,6,60,11,1
ST,-2,21,20,0
ST,-10,58,21,1
ST,4,57,-10,1
ST,45,4,29,1
General,4,44,34,0
General,34,75,44,1
OBC,24,15,41,0
OBC,6,41,1,0
OBC,76,84,21,1
SC,43,44,31,1
ST,22,24,19,1
General,2,45,59,1
ST,42,78,-6,1
SC,25,26,6,0
General,33,52,5,0
General,46,0,26,0
ST,43,22,47,1
OBC,30,18,38,0
OBC,32,30,27,0
OBC,44,41,6,1
OBC,20,5,29,0
OBC,50,21,36,1
OBC,26,9,25,0
EWS,50,50,39,1
OBC,66,18,39,1
ST,17,69,31,1
General,43,30,46,1
General,38,26,26,0
OBC,26,21,25,0
OBC,24,36,27,0
SC,4,37,68,1
General,52,36,59,1
SC,37,58,41,1
General,27,13,17,0
General,33,33,-1,0
OBC,22,-10,50,0
EWS,31,28,20,0
General,55,23,54,1
OBC,22,93,23,1
OBC,0,59,36,1
General,40,50,19,1
SC,73,-2,71,1
OBC,48,34,23,1
SC,55,56,54,1
OBC,51,24,31,1
OBC,5,30,32,0
OBC,45,29,46,1
ST,26,49,33,1
OBC,13,54,42,1
General,31,53,44,1
OBC,37,-10,40,0
OBC,100,47,11,1
EWS,36,27,29,1
EWS,44,37,62,1
General,28,48,39,1
ST,30,53,39,1
OBC,66,57,32,1
OBC,39,65,27,1
OBC,31,1,37,0
General,33,5,-3,0
EWS,60,51,58,1
EWS,26,23,1,0
General,48,67,11,1
General,18,68,47,1
General,-7,55,21,0
ST,22,6,36,1
ST,49,28,48,1
EWS,-6,27,49,0
General,16,56,32,0
OBC,49,70,23,1
ST,15,64,21,1
ST,29,21,59,1
OBC,43,88,51,1
General,29,26,22,0
SC,15,35,24,1
General,-10,32,33,0
OBC,3,35,-4,0
OBC,34,61,0,1
SC,43,26,10,1
OBC,32,38,8,0
General,71,29,15,1
OBC,64,68,51,1
OBC,35,17,21,0
OBC,27,47,23,1
OBC,36,36,45,1
OBC,42,53,35,1
SC,16,90,-4,1
ST,4,44,19,1
General,17,-4,16,0
General,43,45,13,0
General,53,-10,23,0
ST,41,38,59,1
EWS,17,34,19,0
OBC,13,3,19,0
General,-4,37,32,0
General,55,75,23,1
EWS,7,23,21,0
OBC,24,30,35,0
General,34,70,6,1
General,0,6,46,0
General,49,33,38,1
OBC,47,32,6,0
OBC,38,6,13,0
ST,49,0,54,1
SC,54,19,4,1
SC,41,54,21,1
General,49,65,23,1
EWS,16,41,26,0
SC,32,63,52,1
OBC,26,81,49,1
SC,38,47,9,1
ST,5,66,35,1
General,24,35,60,1
SC,65,0,19,1
EWS,17,68,10,1
OBC,18,28,40,0
SC,12,35,0,0
ST,52,46,33,1
General,46,47,38,1
OBC,57,18,37,1
OBC,23,54,0,0
OBC,39,37,38,1
General,44,39,57,1
EWS,4,37,15,0
OBC,11,15,17,0
EWS,31,100,37,1
ST,50,41,27,1
OBC,55,38,21,1
OBC,33,52,31,1
SC,62,21,31,1
SC,47,34,44,1
OBC,28,40,11,0
OBC,17,42,37,1
SC,33,38,10,1
OBC,39,94,15,1
ST,79,41,38,1
EWS,27,25,35,0
ST,15,11,9,0
General,45,35,-1,0
SC,43,67,9,1
EWS,35,24,37,1
OBC,40,48,30,1
EWS,16,23,14,0
OBC,61,32,28,1
EWS,40,40,43,1
General,30,35,34,0
ST,42,21,41,1
OBC,33,23,25,0
General,29,38,29,0
General,27,5,23,0
General,42,72,-8,1
General,17,41,18,0
OBC,41,55,13,1
General,49,39,37,1
OBC,28,67,39,1
OBC,49,15,26,1
ST,61,39,13,1
EWS,32,55,23,1
General,13,31,49,0
General,41,57,60,1
General,85,38,22,1
OBC,24,26,23,0
OBC,27,56,30,1
ST,80,35,49,1
SC,60,19,24,1
OBC,57,63,46,1
OBC,49,25,55,1
General,22,38,43,0
OBC,36,79,42,1
OBC,13,16,33,0
General,-10,39,45,0
General,15,65,42,1
SC,14,13,52,1
OBC,45,35,-4,0
General,11,37,53,0
General,42,38,27,1
ST,11,46,69,1
OBC,39,15,22,0
EWS,60,60,26,1
OBC,29,50,13,1
OBC,45,-2,21,0
SC,12,41,41,1
General,50,36,14,0
EWS,26,56,0,0
General,36,27,42,1
OBC,30,35,49,1
General,42,76,43,1
General,65,13,14,0
OBC,-1,3,37,0
OBC,47,6,53,1
General,38,89,30,1
OBC,24,76,47,1
OBC,40,38,24,1
OBC,41,38,28,1
EWS,-5,33,54,0
OBC,-2,36,23,0
OBC,22,6,14,0
EWS,48,42,14,1
OBC,55,36,38,1
General,56,26,32,1
OBC,25,45,41,1
OBC,13,47,35,1
OBC,56,-10,53,1
General,50,0,38,0
ST,6,36,1,0
EWS,17,-1,37,0
General,18,59,43,1
General,-10,28,23,0
OBC,32,36,22,1
OBC,51,39,16,1
General,26,60,13,0
General,57,0,37,0
ST,6,55,5,1
General,68,57,-6,1
OBC,66,12,17,1
General,23,7,54,0
EWS,22,15,39,0
OBC,38,38,36,1
SC,27,46,45,1
OBC,56,59,17,1
General,18,59,30,1
SC,42,56,48,1
OBC,16,24,50,1
OBC,24,54,4,0
OBC,27,33,60,1
OBC,34,72,10,1
General,55,15,6,0
OBC,39,72,13,1
OBC,42,27,27,1
General,67,30,-3,0
General,6,35,34,0
OBC,17,46,27,1
General,67,12,51,1
EWS,31,22,19,0
General,6,25,44,0
OBC,21,73,23,1
General,0,-10,23,0
General,4,60,25,0
General,26,37,45,1
OBC,15,69,3,0
General,12,37,-10,0
General,45,58,54,1
OBC,22,42,35,1
EWS,24,76,32,1
General,-8,37,62,0
General,12,61,32,1
EWS,5,52,30,0
EWS,59,35,29,1
SC,2,2,14,0
EWS,18,31,18,0
ST,48,32,68,1
General,27,42,8,0
OBC,32,90,20,1
OBC,58,32,12,1
EWS,53,45,36,1
General,76,13,31,1
SC,-9,41,17,0
OBC,23,28,8,0
EWS,23,40,52,1
OBC,23,73,10,1
OBC,13,70,27,1
SC,27,41,26,1
SC,5,12,-9,0
OBC,67,43,47,1
General,52,72,60,1
OBC,30,25,25,0
General,40,59,27,1
General,46,70,22,1
General,33,51,53,1
OBC,45,20,49,1
OBC,5,14,37,0
OBC,32,70,25,1
OBC,37,38,47,1
OBC,52,67,34,1
EWS,62,4,23,0
OBC,88,40,0,1
SC,50,62,37,1
OBC,31,58,26,1
OBC,2,1,53,0
General,12,42,70,1
OBC,27,28,19,0
SC,15,10,26,0
OBC,-4,14,57,0
OBC,-10,34,16,0
General,9,40,13,0
OBC,9,35,35,0
OBC,36,38,40,1
General,33,28,28,0
General,57,32,11,0
SC,10,68,-7,1
EWS,33,59,53,1
OBC,35,40,34,1
OBC,84,37,17,1
OBC,42,76,-10,1
OBC,13,77,20,1
OBC,58,25,89,1
General,67,25,32,1
General,43,26,49,1
General,60,5,5,0
General,16,26,47,0
OBC,3,42,34,0
General,5,69,47,1
OBC,49,34,3,0
General,22,45,52,1
OBC,53,22,37,1
General,-3,43,2,0
EWS,62,48,75,1
OBC,76,25,55,1
General,55,96,34,1
OBC,13,36,40,0
OBC,60,45,43,1
OBC,44,47,38,1
OBC,20,37,29,0
OBC,48,78,14,1
EWS,40,13,27,0
General,23,76,7,1
OBC,22,43,7,0
General,25,67,19,1
General,-6,44,7,0
OBC,43,40,48,1
General,38,-6,58,0
General,19,72,44,1
General,62,45,55,1
OBC,47,19,40,1
General,19,42,46,1
OBC,13,-10,20,0
General,0,53,50,0
OBC,21,31,11,0
General,25,46,39,1
General,38,65,32,1
OBC,4,66,24,1
OBC,4,3,44,0
EWS,20,33,14,0
General,56,50,38,1
OBC,12,48,23,0
General,52,34,45,1
EWS,45,65,27,1
General,0,62,24,0
SC,26,18,46,1
OBC,29,42,62,1
SC,46,36,28,1
SC,0,63,47,1
General,90,64,29,1
SC,38,66,51,1
OBC,61,65,44,1
OBC,22,22,23,0
OBC,5,44,26,0
OBC,37,66,35,1
SC,66,44,6,1
OBC,26,58,3,0
OBC,64,59,41,1
EWS,59,49,11,1
OBC,4,51,25,0
General,40,62,40,1
General,50,40,7,0
ST,57,37,43,1
EWS,35,-10,29,0
General,27,16,24,0
ST,47,47,18,1
General,10,47,15,0
SC,18,34,42,1
ST,25,25,22,1
SC,57,59,25,1
General,13,43,25,0
OBC,2,21,9,0
OBC,28,35,48,1
OBC,40,28,7,0
General,0,25,53,0
OBC,1,34,24,0
General,28,37,45,1
OBC,7,15,50,0
General,48,31,25,0
ST,28,29,36,1
OBC,25,83,72,1
OBC,54,34,50,1
SC,66,25,-3,1
General,9,46,39,0
SC,17,24,33,1
General,86,15,7,1
ST,40,62,12,1
OBC,30,26,11,0
OBC,35,31,18,0
OBC,33,42,26,1
OBC,59,63,23,1
OBC,54,15,47,1
General,51,20,24,0
OBC,42,32,9,0
EWS,13,20,32,0
General,91,31,37,1
General,28,76,1,1
General,15,35,46,0
SC,16,10,13,0
General,37,51,33,1
OBC,49,40,26,1
OBC,-7,53,40,0
SC,52,49,71,1
SC,49,23,63,1
General,33,47,22,0
SC,57,6,33,1
OBC,48,33,43,1
OBC,69,18,47,1
EWS,62,43,30,1
General,20,45,33,0
OBC,27,45,-6,0
General,89,45,36,1
SC,44,0,39,1
General,55,23,54,1
OBC,30,23,34,0
General,36,5,38,0
OBC,29,7,30,0
SC,43,-5,42,1
General,57,40,46,1
General,22,40,20,0
OBC,54,45,8,1
OBC,50,58,36,1
General,35,48,45,1
OBC,41,0,27,0
SC,32,33,41,1
General,54,-10,22,0
OBC,70,41,44,1
General,54,40,-9,0
ST,36,36,49,1
OBC,49,2,21,0
EWS,28,47,47,1
OBC,-2,48,22,0
SC,47,49,36,1
OBC,12,40,26,0
SC,23,37,-9,0
General,42,13,13,0
SC,12,47,18,1
OBC,51,40,19,1
OBC,28,59,21,1
General,29,17,32,0
General,42,53,42,1
SC,13,88,41,1
General,13,48,39,0
General,46,80,44,1
EWS,50,32,13,1
OBC,12,39,8,0
General,-10,33,59,0
SC,21,19,48,1
OBC,34,88,38,1
OBC,12,-2,64,0
ST,29,43,9,1
EWS,10,83,38,1
SC,50,38,22,1
OBC,-7,33,26,0
ST,20,12,64,1
General,31,31,20,0
OBC,35,12,9,0
OBC,32,44,60,1
OBC,31,31,35,1
OBC,22,0,53,0
OBC,10,41,18,0
OBC,3,83,21,1
EWS,34,23,18,0
OBC,29,19,36,0
General,33,4,14,0
EWS,14,21,20,0
ST,36,21,8,1
SC,44,37,0,1
SC,4,20,42,1
OBC,23,55,59,1
General,47,27,57,1
General,16,22,74,1
ST,22,30,12,1
SC,39,12,37,1
General,32,4,35,0
OBC,55,2,26,0
SC,37,88,50,1
SC,54,77,61,1
SC,10,88,4,1
ST,65,47,-2,1
OBC,26,27,17,0
General,60,31,17,1
EWS,25,45,61,1
ST,21,11,41,1
OBC,45,35,18,1
OBC,27,67,23,1
EWS,31,45,3,0
EWS,22,66,13,1
General,28,52,22,0
OBC,-5,46,37,0
SC,30,66,53,1
General,52,61,29,1
OBC,61,26,3,1
OBC,38,6,45,0
SC,31,34,23,1
OBC,29,48,48,1
General,45,58,30,1
EWS,7,37,37,0
OBC,48,20,4,0
General,45,23,28,0
